utterance_id,act,scene,speaker,utterance,x,y,cluster
754,3,4,KAS.,Will the Doctor teach this ?,9.123708,5.778795,-1
755,3,4,FAC.,"He will doe more , Sir , when your Land is gone , ( As men of Spirit hate to keepe earth long ) In a Vacation , when small money is stirring , And Ordinaries suspended till the Tearme , Hee 'll shew a Perspectiue , where on one side You shall behold the faces , and the persons Of all sufficient yong Heyres , in towne , Whose bonds are currant for commoditie ; On th' other side , the Merchants formes , and others , That , without help of any second Broker , ( Who would expect a share ) will trust such parcells : In the third square , the very streete , and signe Where the Commoditie dwels , and do's but wait To be deliuer'd , be it Pepper , Sope , Hopps , or Tobacco , Ote-meale , Woad , or Cheeses . All which you may so handle , to enioy , To your owne vse , and neuer stand oblig'd .",10.291624,4.59455,-1
756,3,4,KAS.,I faith ! Is he such a fellow ?,12.2444515,6.3892508,-1
757,3,4,FAC.,"Why , Nab here knowes him . And then for making matches , for rich Widdowes , Yong Gentlewomen , Heyres , the fortunat'st Man ! Hee 's sent too farre , and neare , all ouer England To haue his counsell , and to know their Fortunes .",9.767331,4.877923,-1
758,3,4,KAS.,"Gods will , my Suster shall see him .",8.299511,6.5246015,-1
759,3,4,FAC.,"I 'll tell you , Sir , What he did tell me of Nab. It 's a strange thing , ( By the way you must eate no Cheese , Nab , it breedes Melancholy : And that same Melancholy breedes wormes ) but passe it , He told me honest Nab , here , was ne'er at Tauerne , But once in 's life .",7.9528656,7.0539093,-1
760,3,4,DRV.,"Truth , and no more I was not .",6.5182147,5.5397177,-1
761,3,4,FAC.,"And , then he was so sick â€”",8.564498,8.36438,-1
762,3,4,DRV.,"Could he tell you that , too ?",6.715016,5.1249857,-1
763,3,4,FAC.,How should I know it ?,6.745577,5.035767,-1
764,3,4,DRV.,"In troth wee had beene a shooting , And had a peece of fat Ram-Mutton , to supper , That lay so heauy o' my stomack â€”",10.570226,4.398478,-1
765,3,4,FAC.,"And he has no head To beare any Wine ; for , what with the noyse o' the Fiddlers , And care of his shop , for he dares keepe no Seruants â€”",9.986353,4.6113963,-1
766,3,4,DRV.,My head did so ake â€”,8.625571,8.42245,-1
767,3,4,FAC.,"As he was faine to be brought home , The Doctor told me . And then a good Old Woman â€”",9.33518,6.0393605,-1
768,3,4,DRV.,"( Yes faith she dwels in Seacoale-lane ) did cure me , With sodden Ale , and Pellitorie o' the Wall ; Cost me but two pence . I had another sicknesse , Was worse then that .",10.391988,5.5621753,-1
769,3,4,FAC.,"I , that was with the griefe Thou tookst for being seast at eighteene pence , For the water-worke",11.26319,4.036319,-1
770,3,4,DRV.,"In truth , and it was like T' haue cost me almost my life .",6.6887374,5.6028676,-1
771,3,4,FAC,Thy hayre went off ?,10.207488,4.4498568,-1
772,3,4,DRV.,"Yes , Sir , t was done for spight",5.234324,5.816964,-1
773,3,4,FAC.,"Nay , so sayes the Doctor .",9.106681,5.9005,-1
774,3,4,KAS.,"Pray thee Tobacco-Boy , Goe fetch my Suster , I 'll see this learned Boy , before I goe : And so shall she .",9.84627,3.3664727,-1
775,3,4,FAC.,"Sir , he is buâ—e now : But , if you haue a Sister to fetch ã€ˆâ—Šã€‰ , Perhaps , your owne paines may command her sooner ; And he , by that time , will be free .",10.200181,7.762787,-1
776,3,4,"ã€ˆâ—Šã€‰
        .","I goe , Sir .",7.7456613,5.2204494,-1
777,3,4,FAC.,"Drugger , shee 's thine ; the Damaske . Subtle , and I Must wrastle for her . Come on , Mr. Dapper . You see , how I turne Clients , here , away , To giue your cause dispatch . Ha' you perform'd The ceremonies were inioyn'd you ?",9.523944,3.511784,-1
778,3,4,DAP.,"Yes , o' the Vinegar , And the cleane shirt .",9.972326,3.7453334,-1
779,3,4,FAC.,"'T is well : that shirt may doe you More Worship then you thinke . Your Aunt 's a fire But that she will not shew it , t' haue a sight on you . Ha' you prouided for her Graces Seruants ?",10.939026,6.872525,-1
780,3,4,DAP.,Yes here are six-score Edward shillings .,11.020959,3.2589107,-1
781,3,4,FAC,Good .,5.4804616,5.4238853,-1
782,3,4,DAP.,And an old Harry's Soueraigne .,8.749653,5.492274,-1
783,3,4,FAC.,Very good .,5.3919406,5.499353,-1
784,3,4,DAP.,"And three Iames shillings , and an Elizabeth groat , Iust twenty nobles .",11.101431,3.3352118,-1
785,3,4,FAC.,"O , you are too iust . I would you had had the other Noble in Maries .",10.896996,4.78753,-1
786,3,4,DAP.,I haue some Philip and Maries .,10.876305,4.6051383,-1
787,3,4,FAC,"I those same Are best of all . Where are they ? Hearke , the Doctor .",9.277307,6.04774,-1
788,3,5,FAC.,He is come .,7.182592,4.703629,-1
789,3,5,SVB.,And is he fasting ?,8.558829,4.870503,-1
790,3,5,FAC.,Yes .,4.204262,5.3716893,-1
791,3,5,SVB.,And hath cry'd Hum ?,11.1767645,5.381991,-1
792,3,5,FAC.,"Thrise , you must answere .",7.544114,5.2204475,-1
793,3,5,DAP.,Thrise .,6.8069444,4.732055,-1
794,3,5,SVB.,And as oft Buz ?,7.2815228,4.1683216,-1
795,3,5,FAC.,"If you haue , say .",7.3412824,5.8969336,-1
796,3,5,DAP.,I haue .,7.1976466,5.5858207,-1
797,3,5,SVB.,"Then , to her Cuz , Hoping , that he hath vinegard his senses , As he was bid , the Faery Queene dispenses , By me , this Robe , the Peticoate of Fortune ; Which that he straight put on , she doth importune . And though to Fortune neere be her Peticoate , Yet , nearer is her Smock , the Queene doth note : And , therefore , euen of that a piece she hath sent , Which , being a Child , to wrap him in , was rent ; And prayes him , for a scarfe , he now will weare it ( With as much loue , as then her Grace did teare it ) About his eyes to shew , he is fortunate . And , trusting vnto her to make his State , Hee 'll throw away all worldly pelfe , about him ; Which that hee will performe , she doth not doubt him .",10.697478,6.6410522,-1
798,3,5,FAC.,"She need not doubt him , Sir Alasse , he has nothing , But what he will part withall , as willingly , Vpon her Graces word ( Throw away your purse ) As she would aske it , ( hand-kerchiefes , and all ) She cannot bid that thing , but hee 'll obay . If you haue a Ring , about you , cast it off , Or a siluer seale , at your wrist , her Grace will send Her Faeries here to search you , therefore deale Directly with her Highnesse . If they finde That you conceale a mite , you are vndone .",10.84498,6.9389696,-1
799,3,5,DAP.,Truely ther 's all,5.7592826,5.1531196,-1
800,3,5,FAC.,All what ?,5.7105412,4.3455644,-1
801,3,5,DAP.,"My money , truly .",5.551962,5.4502254,-1
802,3,5,FAC.,"Keepe nothing , that is transitorie , about you , Bid ã€ˆâ—Šã€‰ play musique . Looke , the ã€ˆâ—Šã€‰ are come To pinch you , if you tell not truth . Aduise you .",10.821977,8.376983,-1
803,3,5,DAP.,"O , I haue a paper with a Spur-riall in 't .",10.561014,3.8099332,-1
804,3,5,FAC.,"Ti , ti , They knew 't , they say .",11.291026,5.6664896,-1
805,3,5,SVB.,"Ti , ti , ti , ti , he has more yet .",11.217287,5.696467,-1
806,3,5,FAC.,"Ti , ti ti ti . I' the tother pocket ?",11.214693,5.506812,-1
807,3,5,SVB.,"Titi , titi , titi , titi . They must pinch him , or he will neuer confesse , they say .",11.192142,7.818051,-1
808,3,5,DAP.,"O , o.",5.175474,5.6282344,-1
809,3,5,FAC.,"Nay , pray you hold . Hee is her Graces Nephew . Ti ti ti ? What care you ? Good faith , you shall care . Deale plainely , Sir , and shame the Faeries . Shew You are an Innocent .",11.10869,6.8212423,-1
810,3,5,DAP.,"By this good light , I ha'nothing ,",10.962393,4.963837,-1
811,3,5,SVB.,"Ti ti , ti ti to ta. He dos aequiuocate , she sayes : Ti , ti do ti , ti ti do , ti da. And sweares by the light , when he is blinded .",11.221202,5.469101,-1
812,3,5,DAP.,"By this good darke , I ha' nothing but a halfe-Crowne Of Gold , about my wrist , that my Loue gaue me ; And a leaden Heart I wore , sin' she forsooke me .",10.997001,4.872595,-1
813,3,5,FAC.,"I thought , 't was something . And , would you incurre Your Aunts displeasure for these trifles ? Come I had rather you had throwne away twenty halfe-crownes . You may weare your leaden Heart still . How now ?",10.958629,6.810267,-1
814,3,5,SVB.,"What newes , Dol ?",7.749237,2.9449298,-1
815,3,5,DOL.,"Yonder s your Knight , Sir Mammon .",10.086518,4.1289496,-1
816,3,5,FAC.,"Gods lid , We neuer thought of him , till now . Where is hee ?",11.17419,7.6799297,-1
817,3,5,DOL.,"Here , hard by . H 'is at the doore .",9.008933,4.347834,-1
818,3,5,SVB.,"And , you are not ready , now ? Dol , get his suite . He must not be sent back .",9.0496,4.9184628,-1
819,3,5,FAC.,"O by no meanes . What shall we doe with this same Puffin , here , Now hee 's o' the Spit ?",9.698723,3.387346,-1
820,3,5,SVB.,"Why lay him backe a while , With some deuise , Ti , ti ti , ti ti ti . Would her Grace speake with me ? I come . Help Dol.",10.796442,7.3687234,-1
821,3,5,FAC.,"Who 's there ? Sir Epicure ; My Master 's i' the way . Please you to walke Three or foure turnes , but till his back be turn'd , And I am for you . Quickly , Dol.",8.146956,5.8445497,-1
822,3,5,SVB.,"Her Grace Commends her kindly to you , Mr. Dapper .",10.784197,7.3025208,-1
823,3,5,DAP.,I long to see her Grace .,10.793378,7.3728676,-1
824,3,5,SVB.,"She , now , is set At Dinner , in her bed ; and she has sent you , From her owne priuate trencher , a dead Mouse , And a piece of Ginger-bread , to be mery withall , And stay your stomacke , least you faint with fasting . Yet , if you could hold out , till she saw you , she sayes , It would be better for you .",10.375283,7.04991,-1
825,3,5,FAC.,"Sir , He shall Hold out , and 't were this two howers , for her Highnes ; I can assure you that . We will not loose All we ha' done .",9.906578,6.6852026,-1
826,3,5,SVB.,"He must nor see , nor speake To any body , till then .",10.673226,5.083306,-1
827,3,5,FAC.,"For that , we 'll put Sir , A stay in ' is mouth .",8.189175,4.342418,-1
828,3,5,SVB.,Of what ?,5.6932936,4.336111,-1
829,3,5,FAC.,"Of Ginger-bread . Make you it fit . He that hath pleas'd her Grace , Thus farre , shall not now crinckle , for a little . Gape Sir , and let him fit you .",10.184014,5.9151564,-1
830,3,5,SVB.,Where shall we now Bestow him ?,8.463114,5.0612693,-1
831,3,5,DOL.,I' the Priuy .,5.925935,5.0756235,-1
832,3,5,SVB.,"Come along , Sir I now must shew you Fortunes priuy lodgings .",10.3981285,6.5761485,-1
833,3,5,FAC.,Are they perfum'd ? and his bath ready ?,9.745587,3.8777962,-1
834,3,5,SVB.,All. Onely the Fumigation's somewhat strong .,10.759499,3.1385813,-1
835,3,5,FAC.,"Sir Epicure , , I am yours , Sir , by and by .",7.969419,5.856364,-1
836,4,1,MAM.,Where 's Master ?,8.269782,5.0565195,-1
837,4,1,FAC.,"Now preparing for proiection , Sir . Your stuffe will b' all chang'd shortly .",8.157892,4.790713,-1
838,4,1,MAM.,Into Gold ?,10.480521,3.4684978,-1
839,4,1,FAC.,"To Gold , and Siluer , Sir .",10.452868,3.685711,-1
840,4,1,MAM.,Siluer I care not for .,7.535242,4.9231615,-1
841,4,1,FAC.,"Yes , Sir , a little to giue Beggars .",4.423324,5.643958,-1
842,4,1,MAM.,Where 's the Lady ?,9.647633,7.7827106,-1
843,4,1,FAC.,"At hand , here . I ha' told her such braue things , on you , Touching your bounty & your noble Spirit",10.588315,7.0968795,-1
844,4,1,MAM.,Hast thou ?,11.548262,5.3250527,-1
845,4,1,FAC.,"As she is almost in her fit to see you . But , good Sir , no Diuinitie i' your conference For feare of putting her in rage .",10.029024,7.3033075,-1
846,4,1,MAM.,I warrant thee .,7.012305,3.4032383,-1
847,4,1,FAC.,"Sixe men will not hold her downe . And , then If the Old man should heare , or see you .",9.900292,7.42726,-1
848,4,1,MAM.,Feare not .,7.589127,5.7971053,-1
849,4,1,FAC.,"The very House , Sir , would runne madd . You know it How scrupulous he is , and violent , 'Gainst the least act of sinne . Physick , or Mathematiques , Poetry , State , or Baudry ( as I told you ) She will endure and neuer startle ; But No word of Controuersie .",10.041399,5.215815,-1
850,4,1,MAM.,"I am school'd , good Lungs .",10.745789,2.1067133,-1
851,4,1,FAC.,"And you must praise her House , remember that , And her Nob.",10.245735,7.2670755,-1
852,4,1,MAM.,"Let me , aloue : No Heald , no nor Antiquarie , Lungs , Shall doe it better . Goe",10.7471695,2.2309086,-1
853,4,1,FAC.,"Why this is yet A kinde of ã€ˆâ—Šã€‰ , to haue Dolâ—ommon for a great Lady .",10.71992,8.298633,-1
854,4,1,MAM.,"Now , Epicure , Heighten thy selfe , talke to her , all in Gold ; Rayne her as many showers as Ioue did dropps Vnto his ã€ˆâ—Šã€‰ , : Shew the God a Miser , Compa'rd with Mammon , What ? the Stone will do 't . She shall feele Gold , tast Gold , heare Gold , sleepe Gold : Nay , we will concumbere Gold . I will be puissant , And mighty in my talke to her . Here she comes .",10.696915,4.097585,-1
855,4,1,FAC.,"To him , Dol , suckle him . This is the noble Knight , I told your Ladiship .",9.630841,5.567457,-1
856,4,1,MAM.,"Madame , with your pardon , I kisse your vesture .",9.352211,7.948818,-1
857,4,1,DOL,"Sir , I were vnciuill If I would suffer that , my lip to you Sir .",7.8845477,5.988555,-1
858,4,1,MAM.,"I hope , my Lord your Brother be in health , Lady ?",8.971257,7.284737,-1
859,4,1,DOL.,"My Lord , my Brother is , though I no Lady , Sir .",9.089343,7.320307,-1
860,4,1,FAC.,Well said my Guiny - ã€ˆâ—Šã€‰,10.863721,8.505834,-1
861,4,1,MAM.,Right noble Madam â€”,9.473297,8.057016,-1
862,4,1,FAC.,"O , we shall haue most fierce Idolatry !",10.840281,5.5585637,-1
863,4,1,MAM.,'T is your Prerogatiue .,6.2422314,6.0929337,-1
864,4,1,DOL.,Rather your Courtesie .,11.063544,5.8357606,-1
865,4,1,MAM.,"Were there nought else t' inlarge your vertues , to me , These answeres speake your breeding , and your blood .",10.976986,4.133648,-1
866,4,1,DOL.,"Blood wee boast none , Sir , a poore Baron's Daughter .",10.573625,6.5523367,-1
867,4,1,MAM.,"Poore , and gat you ? Prophane not , had your Father Slept all the happy remnant of his life After that act , ã€ˆâ—Šã€‰ ã€ˆâ—Šã€‰ but there still , and panted , H 'had done inough to make himselfe , his issue , And his posteritie noble",11.225346,5.0775146,-1
868,4,1,DOL.,"Sir , although We may besaid to ã€ˆâ—Šã€‰ the guilt , and trappings , The ã€ˆâ—Šã€‰ of ã€ˆâ—Šã€‰ ; yet we striue to keepe . The needes , and the ã€ˆâ—Šã€‰ .",10.836902,8.305251,-1
869,4,1,MAM.,"I doe see The old ã€ˆâ—Šã€‰ , Vertue , was not lost , Nor the Drug , Money , vs'd to make your compound . There is a strange Nobilitie , i' your eye ; This lip , that chinne . Me thinkes you doe resemble One o' the Austrâ—ack Princes .",10.854888,8.347531,-1
870,4,1,FAC.,"Very like , Her Father was an Irish Coster-monger .",10.148861,7.757629,-1
871,4,1,MAM.,"The house of Valois , iust , had such a Nose ; And such a Fore-head , yet , the Medici Of Florent boast .",10.8924265,4.383076,-1
872,4,1,DOL.,"Troth , and I haue beene lik'ned To all these Princes .",10.674999,4.7435904,-1
873,4,1,FAC.,"I 'll be sworne , I heard it .",8.413039,6.271078,-1
874,4,1,MAM.,"I know not , how ; It is not any one , Butee'n the very choise of all their features .",5.4404716,4.7697678,-1
875,4,1,FAC.,"I 'll in , and laugh .",6.838079,5.9640822,-1
876,4,1,MAM,"A certaine touch , or ayre , That ã€ˆâ—Šã€‰ a diunitie , beyond An earthly beauty .",10.866659,8.279348,-1
877,4,1,DOL.,"O , you play the Courtier .",11.108564,5.832387,-1
878,4,1,MAM,Good Lady gi' me leaue .,8.207581,4.1308346,-1
879,4,1,DOL.,"In faith , I may not , To mock me , Sir .",11.039721,5.648624,-1
880,4,1,MAM.,To burne i'th is sweet flame : The Phoeâ—x neuer knew a nobler death .,11.270472,3.986157,-1
881,4,1,DOL.,"Nay , now you court , the Courtier , and destroy What you would build . This Art Sir , i' your words Calls your whole faith in question",11.206751,5.378416,-1
882,4,1,MAM.,By my soule . â€”,8.56543,8.375485,-1
883,4,1,DOL.,"Naâ— Othes are made o' the same ayre , Sir .",7.419188,4.247316,-1
884,4,1,MAM.,"Nature Neuer bestow'd vpon mortalitie , A more vnblam'd , a more harmonious feature : She play'd the Step-dame in all faces , else . Sweet Madame , le' me be particular .",9.422887,7.865677,-1
885,4,1,DOL.,"Particular , Sir ? I pray you know your distance .",6.4959583,6.681992,-1
886,4,1,MAM.,"In no ill sense , sweet Lady , but to aske How your fayre Graces passe the howers ? I see Yo' are lodg'd , here , i' the house of a rare man , An excellent Artist ; But , what 's that to you ?",9.774993,5.016625,-1
887,4,1,DOL.,"Yes , Sir . I study here the Mathematiques , And distillation .",11.449479,3.61266,-1
888,4,1,MAM.,"O , I cry your pardon . H 'is a Diuine Instructer , can extract The soules of all things , by his art , call all The vertues , and the miracles of the Sunne , Into a temperate fornace : teach dull Nature What her owne forces are . A man , the Emp'rour Has courted , aboue Kelley : sent his medalls , And chaines , t' invite him .",11.02666,4.589352,-1
889,4,1,DOL.,"I , and for his Physick , Sir .",6.839413,5.5837274,-1
890,4,1,MAM.,"Aboue the art of Aesculapius , That drew the enuy of the Thunderer . I know all this , and more .",11.167774,4.462519,-1
891,4,1,DOL.,"Troth , I am taken , Sir , Whole , with these studies , that contemplate Nature :",11.398368,3.92235,-1
892,4,1,MAM.,"It is a noble Humor . But , this forme Was not entended to so darke a vse . Had you beene crooked , foule , of some course mould , A Cloyster , had done well : but , such a feature That might stand vp the Glory of a Kingdome To liue recluse ? is a mere solaecisme , Though in a Nunnery . It must not be . I muse , my Lord your Brother will permit it : You should spend halfe my Land first , were I hee . Dos not this Diamant better , on my finger , Then i' the quarry ?",11.148508,4.43187,-1
893,4,1,DOL.,Yes .,4.204005,5.3777685,-1
894,4,1,MAM.,"Why you are like it . You were created , Lady , for light . Heare , You shall weare it ; take it , the first pledge Of what I speake : to binde you , to beleeue me .",10.865894,5.3903713,-1
895,4,1,DOL.,In chaines of Adamant ?,10.875568,4.205397,-1
896,4,1,MAM.,"Yes , the strongest bands : And take a secret , too . Here , by your side , Doth stand , this hower , the happiest man , of Europe .",10.210385,5.367666,-1
897,4,1,DOL.,"You are contented , Sir ?",6.5658,6.2431016,-1
898,4,1,MAM.,"Nay , in true being : The enuy of Princes , and the feare of States .",10.957947,4.721696,-1
899,4,1,DOL.,"Say you so , Sir Epicure ?",7.952893,5.857323,-1
900,4,1,MAM.,"Yes , and thou shalt proue it , Daughter of Honor . . I haue cast mine eye Vpon thy forme , and I will reare this beauty . Aboue all Stiles .",11.459693,5.130611,-1
901,4,1,DOL.,"You meane no treason , Sir ?",8.239554,5.7138863,-1
902,4,1,MAM.,"No , I will take away that iealousie . I am the Lord , of the Philosophers Stone , And thou the Lady .",10.898404,4.626659,-1
903,4,1,DOL.,"How Sir , ha' you that ?",5.4888067,5.744806,-1
904,4,1,MAM.,"I am the Master of the Maistry . This day , the good Old wretch , here , o' the house Has made it for vs . Now , hee 's at proiection . Thinke therefore , thy first wish , now ; Let me heare it : And it shall raine into thy lap , no shower , But floods of Gold , whole cataracts , a deluge , To get a Nation on thee .",11.049008,5.2951665,-1
905,4,1,DOL.,"You are pleas'd , Sir , To worke on the ambition of our sexe .",8.013964,5.442321,-1
906,4,1,MAM.,"I 'am pleas'd , the Glory of her sexe should know , This nooke , here , of the Friers , is no climate For her , to liue obscurely in , to learne Physick and Surgery , for the Constables wife Of some odde Hundred in Essex ; but come forth , And tast the ayre of Palaces , eate , drinke The toyles of Empricks , and their boasted practise : Tincture of Pearle , and Corall , Gold , and Amber ; Be seene at Feasts , and Triumphs ; haue it ask'd , What Miracle she is ? set all the Eyes Of Court a fire , like a burning Glasse , And worke 'hem into cinders ; when the iewels Of twenty States adorne thee ; and the light Strikes out the Starres ; that , when thy name is mention'd , Queenes may looke pale : and , we , but shewing our loue , Nero's Poppaea may be lost in story . Thus will we haue it .",11.100916,4.3730803,-1
907,4,1,DOL.,"I could well consent , Sir . But , in a Monarchy , how will this be ? The Prince will soone take notice , and both seize You , and your Stone , it being a wealth vnfit For any priuate subiect",10.86116,4.7501383,-1
908,4,1,MAM.,If he knew it .,6.6868134,5.0448446,-1
909,4,1,DOL.,"Your selfe do boast it , Sir .",7.5458064,5.435338,-1
910,4,1,MAM.,"To thee , my Life .",7.141411,3.3349614,-1
911,4,1,DOL.,"O , but beware , Sir . You may come to end The remnant of your dayes , in a loth'd prison , By speaking of it .",9.133825,4.9012923,-1
912,4,1,MAM.,"'T is no idle feare . Wee 'll therefore goe with all , my Girle , and liue In a free State , where wee will eate our Mullets , Sous'd in high-countrey Wines , sup Phesants egges , And haue our Cockles , boyld in Siluer shells , Our Shrimpes to swim again as when they liu'd , In a rare butter , made of Dolphins milke , Whose creame do's looke like Opalls : And , with these Delicate meates , set our selues high for pleasure ; And take vs downe againe ; and then renew Our youth , and strength , with drinking the Elixir : And so enioy a perpetuitie Of life , and lust . And thou shalt ha' thy Wardrobe , Richer then Natures , still , to change thy selfe , And vary oftner , for thy pride , then shee : Or Act , her wise , and almost-aequall seruant .",11.254026,4.229188,-1
913,4,1,FAC.,"Sir , you are too loud . I heare you , euery word , Into the Laboratory : some fitter place , The Garden , or great Chamber aboue . How like you her ?",8.256258,6.2327275,-1
914,4,1,MAM.,"Excellent , Lungs . There 's for thee .",10.724248,2.1577504,-1
915,4,1,FAC.,"But , doe you heare ? Good Sir beware , no mention of the Rabbines .",8.665381,6.0057545,-1
916,4,1,MAM.,We thinke not on 'hem .,8.317387,3.7140827,-1
917,4,1,FAC.,"O , it is well , Sir . Subtle â€”",8.231968,7.858544,-1
918,4,2,SVB.,Yes . Are they gone ?,6.587836,4.324503,-1
919,4,2,FAC.,All 's cleare .,7.0032167,4.0968747,-1
920,4,2,SVB.,The Widdow is come .,7.437707,3.839786,-1
921,4,2,FAC.,And your quarrelling Disciple ?,9.918222,5.3476133,-1
922,4,2,SVB.,I.,5.909557,5.083473,-1
923,4,2,FAC.,"I must to my Captaine-ship againe , then .",8.891397,6.521582,-1
924,4,2,SVB.,"Stay , Bring 'hem in , first .",8.274663,3.8230784,-1
925,4,2,FAC.,So I meant . What is she ? A Bony-Bell ? ?,9.944618,7.7280526,-1
926,4,2,SVB.,I know not .,5.358446,5.016987,-1
927,4,2,FAC.,"We 'll draw lotts , You 'll stand to that ?",10.453302,3.6478016,-1
928,4,2,SVB.,What else ?,5.775727,4.4500556,-1
929,4,2,FAC.,"O , for a suite , To fall now , like a Curtine : Flap .",8.59952,3.5325263,-1
930,4,2,SVB.,"To th' dore , man .",7.753481,2.8281574,-1
931,4,2,FAC.,"You 'll ha' the first kisse , 'cause I am not ready .",7.7371907,6.0407424,-1
932,4,2,SVB.,"Yes , and perhaps hit you through both the nostrills .",9.450219,4.111216,-1
933,4,2,FAC.,Who would you speake with ?,9.114774,6.1221223,-1
934,4,2,KAS.,Where 's the Captaine ?,8.799612,6.418996,-1
935,4,2,FAC.,"Gone , Sir , About some busines .",6.6688395,4.5342417,-1
936,4,2,KAS.,Gone ?,6.6523905,4.4182425,-1
937,4,2,FAC.,"Hee 'l returne straight . But Mr. Doctor , his Lieutenant , is here .",9.402592,6.1105046,-1
938,4,2,SVB.,"Come nere , my Worshipfull Boy , my Terre Fili , That is , my Boy of Land ; Make thy approches : Welcome , I know thy lusts , and thy desires , And I will serue , and satisfie 'hem . Beginne . Charge me from thence , or thence , or in this line ; Here is my Center : Ground thy Quarrell .",11.264262,4.9295406,-1
939,4,2,KAS.,You lie .,6.3100986,5.353952,-1
940,4,2,SVB.,"How , Child of wrath , and anger ! The loud lie ? For what , my so daine Boy ?",10.407268,5.3210363,-1
941,4,2,KAS.,"Nay , that looke you too ; I am afore-hand .",9.225936,6.503365,-1
942,4,2,SVB.,"O , this 's no true Grammar , And as ill Logick . You must render causes , Child , Your first , and second Intentions , know your Canons , And your Diuisions , Moodes , Degrees , and Differences , Your Praedicaments , Substance , and Accident , Series externe , and interne , with their causes Efficient , ã€ˆâ—Šã€‰ , formall , finall , And ha' your elements perfect .",11.304443,4.8545027,-1
943,4,2,KAS.,What is this The angry tongue he talkes in ?,9.301551,4.5511518,-1
944,4,2,SVB.,"That false praecept , Of being aforehand , has deceiu'd a number ; And made 'hem enter Quarrells , oftentimes , Before they were aware : and afterward . Against their wills .",10.02218,5.3379674,-1
945,4,2,KAS.,"How must I doe then , Sir ?",7.0953097,6.3833866,-1
946,4,2,SVB.,"I cry this Lady mercy . She should , first , Haue been saluted . I doe call you Lady , Because you are to be one , ere 't be long , My soft , and buxome Widdow .",9.831753,6.8628635,-1
947,4,2,KAS.,"Is she , i-faith ?",12.217417,6.4376383,-1
948,4,2,SVB.,"Yes , or my art is an egregio is liar .",10.884665,5.036179,-1
949,4,2,KAS.,How know you ?,5.890638,4.6015105,-1
950,4,2,SVB.,"By inspection , on her forehead ; Anâ— subtiltie of her lip , which must be tasted Often , to make a iudgement 'Slight , she melts Like a Myrobalane ! Here is , yet , a line In ã€ˆâ—Šã€‰ frontis , tels me , he is no Knight .",10.707931,8.041183,-1
951,4,2,PLI.,"What is he then , Sir ?",6.7133985,5.392803,-1
952,4,2,SVB.,"Let me see your Hand . O , your Linea Fortunae makes it plaine ; And ã€ˆâ—Šã€‰ , here , in Monte veneris : But , most of all , Iactura annularis . He is a Souldier , or a Man of Art , Lady : But shall haue some great honour , shortly .",11.012792,6.3175054,-1
953,4,2,PLI.,"Brother , He 's a rare man , beleeue me .",7.1906776,5.8658566,-1
954,4,2,KAS.,Hold your peace . Here comes the tother rare man . 'Saue you Captayne .,9.341174,6.7986994,-1
955,4,2,FAC,Good Mr. Kastril . Is this your Sister ?,9.038728,7.2566996,-1
956,4,2,KAS.,"I Sir . Please you to kusse her , and be proud to know her ?",9.734823,7.4186287,-1
957,4,2,FAC.,"I shall be proud to know you , Lady .",9.297165,7.1909018,-1
958,4,2,PLI.,"Brother , He calls me Lady , too .",8.945918,7.2648525,-1
959,4,2,KAS.,"I , peace . I , heard it .",7.87473,7.331742,-1
960,4,2,FAC,The Count is come .,7.1658554,4.674587,-1
961,4,2,SVB.,Where is he ?,6.8795667,4.6002536,-1
962,4,2,FAC.,At the dore .,7.7624726,2.7924402,-1
963,4,2,SVB.,"Why , you must entertaine him .",9.371028,5.4466767,-1
964,4,2,FAC.,Whatâ—ll you doe With these the while ?,7.1770725,6.474441,-1
965,4,2,SVB.,"Why haue 'hem vp , and shew'hem Some Fustian Booke , or the Darke Glasse .",10.748456,4.3412843,-1
966,4,2,FAC.,"'Fore God , She is a delicate Dab chick ! I must haue her .",10.480274,7.361821,-1
967,4,2,SVB.,"Must , you ? I , if your fortune will , you must . Come Sir , the Captaine will come to vs presently . I 'll ha' you to my Chamber of Demonstrations , Where I 'll shew you both the Grammar , and Logick , And ã€ˆâ—Šã€‰ of Quarrelling , my whole method , Drawne out in Tables , and my Instrument , That hath the seuerall Scale vpon 't , shall make you Able to quarrell , at a strawes breadth , by Moone-light . And , Lady , I 'll haue you looke in a Glasse , Some halfe an hower , but to cleare your eye-sight , Against you see your Fortune , which is greater , Then I may iudge vpon the sodaine , trust mee .",10.5362425,5.5088806,-1
968,4,3,SVB.,I 'll come to you presently .,7.07734,5.424909,-1
969,4,3,FAC.,"I will ha' this same Widdow , now I ha' seene her , On any composition .",9.821674,7.2103333,-1
970,4,3,"SVB.
        .",What doe you say ?,5.863374,4.438807,-1
971,4,3,FAC.,Ha' you dispos'd of them ?,8.351098,3.879341,-1
972,4,3,SVB.,I ha' sent 'hem vp .,8.382594,3.768498,-1
973,4,3,FAC,"Subtle , in troth . I needs must haue this Widdow .",8.15427,7.505232,-1
974,4,3,SVB.,Is that the matter ?,5.348911,4.8529673,-1
975,4,3,FAC.,"Nay , but heare me .",8.202233,6.0965247,-1
976,4,3,SVB.,"Goe to If you rebell once , Dol shall know it all . Therefore , be quiet , and obey your chance .",9.150825,3.34923,-1
